wave,library,result_file,provider,provider_sha256,nid,catalog_name,requested_kind,status,match_count,symbol_name,symbol_address,symbol_type,symbol_source,function_entry,function_name,external,thunk,thunk_target,thunk_target_external,executable,body_min,body_max,body_addresses,instruction_count,body_sha256,entry_bytes,first_instruction,last_instruction
wave1,libSceAmpr,libSceAmpr-chunk-01.result.tsv,libSceAmpr.sprx,129a972cdb762d1b362ad136cdb802f5cac7d3a5f48ecb8b7e5d695c70af4047,tNn5WBkta60,sceAmprCommandBufferNop,function,defined_body,1,tNn5WBkta60#C#A,00002dc0,Function,IMPORTED,00002dc0,tNn5WBkta60#C#A,false,false,,,true,00002dc0,00002e65,166,52,c08fb389e0cc3450a361af0c660137e1701bcaae7816a5bc0cf400f74d22bcac,554889e541574156534883ec184c8b3d3c920000498b07488945e048837f1000,PUSH RBP,UD2
wave1,libSceAmpr,libSceAmpr-chunk-01.result.tsv,libSceAmpr.sprx,129a972cdb762d1b362ad136cdb802f5cac7d3a5f48ecb8b7e5d695c70af4047,pFQ9UHpO52s,sceAmprCommandBufferNopWithData,function,defined_body,1,pFQ9UHpO52s#C#A,00002e70,Function,IMPORTED,00002e70,pFQ9UHpO52s#C#A,false,false,,,true,00002e70,00002f6b,252,73,21b304befbb76d64229b900ba0e7a35b5b2f2bf19d68e996372e7d4ba8fbb61d,554889e54157415641554154534883ec184c8b2d88910000498b4500488945d0,PUSH RBP,UD2
wave1,libSceAmpr,libSceAmpr-chunk-01.result.tsv,libSceAmpr.sprx,129a972cdb762d1b362ad136cdb802f5cac7d3a5f48ecb8b7e5d695c70af4047,mv0O8Zg0woU,sceAmprCommandBufferPopMarker,function,defined_body,1,mv0O8Zg0woU#C#A,00003400,Function,IMPORTED,00003400,mv0O8Zg0woU#C#A,false,false,,,true,00003400,00003483,132,42,32a1a7df2f76da2d17ca537363fca47df1da2bb52045d38404ac0e262a9a23a6,554889e54156534883ec104c8b35fe8b0000498b06488945e848837f10007446,PUSH RBP,UD2
wave1,libSceAmpr,libSceAmpr-chunk-01.result.tsv,libSceAmpr.sprx,129a972cdb762d1b362ad136cdb802f5cac7d3a5f48ecb8b7e5d695c70af4047,dXPaz65HNmk,sceAmprCommandBufferPushMarker,function,defined_body,1,dXPaz65HNmk#C#A,000033b0,Function,IMPORTED,000033b0,dXPaz65HNmk#C#A,false,false,,,true,000033b0,000033f3,68,26,c9fa0cdb1d0dd0ae19b825cd2652fc7c4b3637f0f080535d95e293df9fd32281,554889e541565348837f1000742c4989febf0200000031d24889f3e8a0d0ffff,PUSH RBP,RET
wave1,libSceAmpr,libSceAmpr-chunk-01.result.tsv,libSceAmpr.sprx,129a972cdb762d1b362ad136cdb802f5cac7d3a5f48ecb8b7e5d695c70af4047,f12ObAMEi9A,sceAmprCommandBufferPushMarkerWithColor,function,defined_body,1,f12ObAMEi9A#C#A,00003330,Function,IMPORTED,00003330,f12ObAMEi9A#C#A,false,false,,,true,00003330,000033a2,115,37,40cc993bf032048e1a27517eb0b30d81b43d01e85b70d45cb612b471c9f603bd,554889e541574156534883ec184c8b3dcc8c0000498b07488945e08955dc4883,PUSH RBP,UD2
wave1,libSceAmpr,libSceAmpr-chunk-01.result.tsv,libSceAmpr.sprx,129a972cdb762d1b362ad136cdb802f5cac7d3a5f48ecb8b7e5d695c70af4047,4quckD2y7Pg,sceAmprCommandBufferSetMarker,function,defined_body,1,4quckD2y7Pg#C#A,000032e0,Function,IMPORTED,000032e0,4quckD2y7Pg#C#A,false,false,,,true,000032e0,00003323,68,26,5d19f8c5d0e084ff06c86632ccec7b534a6e0774494510a86ba706cd9d2f8cc9,554889e541565348837f1000742c4989febf0100000031d24889f3e870d1ffff,PUSH RBP,RET
wave1,libSceAmpr,libSceAmpr-chunk-01.result.tsv,libSceAmpr.sprx,129a972cdb762d1b362ad136cdb802f5cac7d3a5f48ecb8b7e5d695c70af4047,sWbST0oQKsc,sceAmprCommandBufferSetMarkerWithColor,function,defined_body,1,sWbST0oQKsc#C#A,00003280,Function,IMPORTED,00003280,sWbST0oQKsc#C#A,false,false,,,true,00003280,000032d4,85,32,430399482be015ec666ddab629fb92e14f4156bbd860bdab4f0a4fa6c4821161,554889e541574156535048837f100074344989ffbf050000004889d34989f6e8,PUSH RBP,RET
wave1,libSceAmpr,libSceAmpr-chunk-02.result.tsv,libSceAmpr.sprx,129a972cdb762d1b362ad136cdb802f5cac7d3a5f48ecb8b7e5d695c70af4047,DLfoNxTFNVk,sceAmprCommandBufferWaitOnAddress_04_00,function,defined_body,1,DLfoNxTFNVk#C#A,00001eb0,Function,IMPORTED,00001eb0,DLfoNxTFNVk#C#A,false,false,,,true,00001eb0,00001ff7,328,97,7e7dad15a6c6c773bb9d706b16d32efe3bbc70edd0dcb8e443300484eb7dd796,554889e54157415641554154534883ec384989d1488b1545a10000488b024889,PUSH RBP,UD2
wave1,libSceAmpr,libSceAmpr-chunk-02.result.tsv,libSceAmpr.sprx,129a972cdb762d1b362ad136cdb802f5cac7d3a5f48ecb8b7e5d695c70af4047,cQb8Zr8Q0Y0,sceAmprCommandBufferWaitOnCounter_04_00,function,defined_body,1,cQb8Zr8Q0Y0#C#A,00002150,Function,IMPORTED,00002150,cQb8Zr8Q0Y0#C#A,false,false,,,true,00002150,00002278,297,94,e0d072880b6ecc51f61da2ff4674529760c51ba0a346959b28a71dd82c897258,554889e54157415641554154534883ec1848837f10000f84a40000004c8b5510,PUSH RBP,RET
wave1,libSceAmpr,libSceAmpr-chunk-02.result.tsv,libSceAmpr.sprx,129a972cdb762d1b362ad136cdb802f5cac7d3a5f48ecb8b7e5d695c70af4047,enZm-6GjWqw,sceAmprCommandBufferWriteAddressFromCounterPair_04_00,function,defined_body,1,enZm-6GjWqw#C#A,00002c10,Function,IMPORTED,00002c10,enZm-6GjWqw#C#A,false,false,,,true,00002c10,00002c40,49,15,379f848b0f3e2a909f0f263d98a0ffb7ac110dab22474cc14be97601fe908699,48837f1000740bb816000280f6c2817407c3b801000280c30fb6c24989f84889,"CMP qword ptr [RDI + 0x10],0x0",JMP 0x000024a0
wave1,libSceAmpr,libSceAmpr-chunk-02.result.tsv,libSceAmpr.sprx,129a972cdb762d1b362ad136cdb802f5cac7d3a5f48ecb8b7e5d695c70af4047,t4ExS+SwLjs,sceAmprCommandBufferWriteAddressFromCounter_04_00,function,defined_body,1,t4ExS+SwLjs#C#A,00002bb0,Function,IMPORTED,00002bb0,t4ExS+SwLjs#C#A,false,false,,,true,00002bb0,00002bdf,48,15,0aefa7b6e95448e0b0953a9f8b74c9d8ed99f040ded4d25cc4aa37e08a339b89,48837f1000741d84d2781f0fb6c24989f84889f70fb6c9ba020000004889c6e9,"CMP qword ptr [RDI + 0x10],0x0",RET
wave1,libSceAmpr,libSceAmpr-chunk-02.result.tsv,libSceAmpr.sprx,129a972cdb762d1b362ad136cdb802f5cac7d3a5f48ecb8b7e5d695c70af4047,bt3LHR9xjK4,sceAmprCommandBufferWriteAddressFromTimeCounter_04_00,function,defined_body,1,bt3LHR9xjK4#C#A,00002b50,Function,IMPORTED,00002b50,bt3LHR9xjK4#C#A,false,false,,,true,00002b50,00002b71,34,10,a8dd8632e5dfbf36b1c45f177810f1abf00dda0a6c7b1995d906dc5c1613d445,48837f100074154989f80fb6ca4889f7ba0100000031f6e934f9ffffb8010002,"CMP qword ptr [RDI + 0x10],0x0",RET
wave1,libSceAmpr,libSceAmpr-chunk-02.result.tsv,libSceAmpr.sprx,129a972cdb762d1b362ad136cdb802f5cac7d3a5f48ecb8b7e5d695c70af4047,j0+3uJMxYJY,sceAmprCommandBufferWriteAddress_04_00,function,defined_body,1,j0+3uJMxYJY#C#A,00002480,Function,IMPORTED,00002480,j0+3uJMxYJY#C#A,false,false,,,true,00002480,0000249f,32,10,6f7be202667c3686f934a37f5f0e51ced8aed34fa0df91bb00c57c340fc3edbe,48837f100074134989f84889f74889d60fb6c931d2e906000000b801000280c3,"CMP qword ptr [RDI + 0x10],0x0",RET
wave1,libSceAmpr,libSceAmpr-chunk-02.result.tsv,libSceAmpr.sprx,129a972cdb762d1b362ad136cdb802f5cac7d3a5f48ecb8b7e5d695c70af4047,jK+yuYCI7MA,sceAmprCommandBufferWriteCounter_04_00,function,defined_body,1,jK+yuYCI7MA#C#A,00002630,Function,IMPORTED,00002630,jK+yuYCI7MA#C#A,false,false,,,true,00002630,00002719,234,71,42373fc4d0099b88ee97fd75ac206d5e8c8446a53cd464b5a84e536a20611391,554889e54157415641554154534883ec1848837f1000b8010002800f84ba0000,PUSH RBP,RET
wave1,libSceAmpr,libSceAmpr-chunk-02.result.tsv,libSceAmpr.sprx,129a972cdb762d1b362ad136cdb802f5cac7d3a5f48ecb8b7e5d695c70af4047,kdFImtTD0hc,sceAmprMeasureCommandSizeMapBegin,function,defined_body,1,kdFImtTD0hc#C#A,00004170,Function,IMPORTED,00004170,kdFImtTD0hc#C#A,false,false,,,true,00004170,000041bf,80,27,2ae9cc74aa5bf1b6311815b95821cf074c6da7aca5d27b7587aefd3688b5786e,554889e5534883ec18488b1d907e00004189c889d14889f24889fe4c8d4de831,PUSH RBP,UD2
wave1,libSceAmpr,libSceAmpr-chunk-02.result.tsv,libSceAmpr.sprx,129a972cdb762d1b362ad136cdb802f5cac7d3a5f48ecb8b7e5d695c70af4047,qvbdJc7bG+s,sceAmprMeasureCommandSizeMapDirectBegin,function,defined_body,1,qvbdJc7bG+s#C#A,000041c0,Function,IMPORTED,000041c0,qvbdJc7bG+s#C#A,false,false,,,true,000041c0,00004217,88,29,6f5a8512dfc06fac665951f6073d88faad4052cc7b61b8223e72d39af8d7d30a,554889e5534883ec18488b1d407e00004589c14189c84889d14889f24889fe31,PUSH RBP,UD2
wave1,libSceAmpr,libSceAmpr-chunk-03.result.tsv,libSceAmpr.sprx,129a972cdb762d1b362ad136cdb802f5cac7d3a5f48ecb8b7e5d695c70af4047,iwTNhyaemnw,sceAmprMeasureCommandSizeMapEnd,function,defined_body,1,iwTNhyaemnw#C#A,00004220,Function,IMPORTED,00004220,iwTNhyaemnw#C#A,false,false,,,true,00004220,00004225,6,2,e36623525b7c35b277173e56616b2d865cf6515aa2be1d12d6814ef725cecffb,b804000000c3cccccccccccccccccccc554889e54156534883ec104c8b35ce7d,"MOV EAX,0x4",RET
wave1,libSceAmpr,libSceAmpr-chunk-03.result.tsv,libSceAmpr.sprx,129a972cdb762d1b362ad136cdb802f5cac7d3a5f48ecb8b7e5d695c70af4047,NNIZ-FMyz3M,sceAmprMeasureCommandSizeNop,function,defined_body,1,NNIZ-FMyz3M#C#A,00004050,Function,IMPORTED,00004050,NNIZ-FMyz3M#C#A,false,false,,,true,00004050,0000406b,28,13,98939d010806631545d6d286b65f64bd487c35a8f132ba520e17dc2b6248c68d,554889e5535089fbe8e3c2ffffc1e30285c00f44c34883c4085b5dc3cccccccc,PUSH RBP,RET
wave1,libSceAmpr,libSceAmpr-chunk-03.result.tsv,libSceAmpr.sprx,129a972cdb762d1b362ad136cdb802f5cac7d3a5f48ecb8b7e5d695c70af4047,Xp85BP3+BBI,sceAmprMeasureCommandSizeNopWithData,function,defined_body,1,Xp85BP3+BBI#C#A,00004070,Function,IMPORTED,00004070,Xp85BP3+BBI#C#A,false,false,,,true,00004070,0000408b,28,13,5f9fa6517a6c31caa31a46407bb5014425d19f37b62147636fc2a8614d52425c,554889e5535089fbe8c3c2ffffc1e30285c00f44c34883c4085b5dc3cccccccc,PUSH RBP,RET
wave1,libSceAmpr,libSceAmpr-chunk-03.result.tsv,libSceAmpr.sprx,129a972cdb762d1b362ad136cdb802f5cac7d3a5f48ecb8b7e5d695c70af4047,pbnNnahE8vk,sceAmprMeasureCommandSizePopMarker,function,defined_body,1,pbnNnahE8vk#C#A,00004390,Function,IMPORTED,00004390,pbnNnahE8vk#C#A,false,false,,,true,00004390,00004395,6,2,e36623525b7c35b277173e56616b2d865cf6515aa2be1d12d6814ef725cecffb,b804000000c3cccc0000000000000000ff358a7c0000ff258c7c00000f1f4000,"MOV EAX,0x4",RET
wave1,libSceAmpr,libSceAmpr-chunk-03.result.tsv,libSceAmpr.sprx,129a972cdb762d1b362ad136cdb802f5cac7d3a5f48ecb8b7e5d695c70af4047,0RdLmAh7WVo,sceAmprMeasureCommandSizePushMarker,function,defined_body,1,0RdLmAh7WVo#C#A,00004350,Function,IMPORTED,00004350,0RdLmAh7WVo#C#A,false,false,,,true,00004350,00004384,53,20,d40f5b8af7f25c814c6deed9a3d48394ae0f32f0dab1a13026284285a0aad685,554889e553504889fbbf0200000031d24889dee808c1ffff85c07812bf020000,PUSH RBP,RET
wave1,libSceAmpr,libSceAmpr-chunk-03.result.tsv,libSceAmpr.sprx,129a972cdb762d1b362ad136cdb802f5cac7d3a5f48ecb8b7e5d695c70af4047,3OfeY4pzDV0,sceAmprMeasureCommandSizePushMarkerWithColor,function,defined_body,1,3OfeY4pzDV0#C#A,000042e0,Function,IMPORTED,000042e0,3OfeY4pzDV0#C#A,false,false,,,true,000042e0,00004340,97,31,0e80146b7529c60d75d1179d4626f64840af2cc3d35724b9838edc6207d8fa9b,554889e54156534883ec104c8b351e7d00004889fb488d55e4bf06000000498b,PUSH RBP,UD2
wave1,libSceAmpr,libSceAmpr-chunk-03.result.tsv,libSceAmpr.sprx,129a972cdb762d1b362ad136cdb802f5cac7d3a5f48ecb8b7e5d695c70af4047,qesF88X4DRg,sceAmprMeasureCommandSizeReadFileGather,function,defined_body,1,qesF88X4DRg#C#A,000040e0,Function,IMPORTED,000040e0,qesF88X4DRg#C#A,false,false,,,true,000040e0,0000410c,45,16,066bd1b8bd8cadeae78de0c1e6b1798b6c4e6e18c561bb6b4273534c161dc37e,554889e553504889f3e8c2c2ffff31c94881fb000004000f93c185c08d0c8d08,PUSH RBP,RET
wave1,libSceAmpr,libSceAmpr-chunk-03.result.tsv,libSceAmpr.sprx,129a972cdb762d1b362ad136cdb802f5cac7d3a5f48ecb8b7e5d695c70af4047,DXmgc5op8Yw,sceAmprMeasureCommandSizeReadFileGatherScatter,function,defined_body,1,DXmgc5op8Yw#C#A,00004130,Function,IMPORTED,00004130,DXmgc5op8Yw#C#A,false,false,,,true,00004130,00004159,42,16,9509dabcc9757540c9f4fa673d08009102fcfa1e0fa93637d1675676d86ce3ca,554889e553504889d3e8e2c2ffff31c948c1eb200f95c185c08d0c8d10000000,PUSH RBP,RET
wave1,libSceAmpr,libSceAmpr-chunk-03.result.tsv,libSceAmpr.sprx,129a972cdb762d1b362ad136cdb802f5cac7d3a5f48ecb8b7e5d695c70af4047,7nXGDGMXSqo,sceAmprMeasureCommandSizeReadFileScatter,function,defined_body,1,7nXGDGMXSqo#C#A,00004110,Function,IMPORTED,00004110,7nXGDGMXSqo#C#A,false,false,,,true,00004110,00004124,21,8,a3b098963073398cda7e4a534757693c48cceda38f1934c98b6017bc7dbe1162,554889e5e8c7c2ffff85c0b90c0000000f44c15dc3cccccccccccccccccccccc,PUSH RBP,RET
wave1,libSceAmpr,libSceAmpr-chunk-04.result.tsv,libSceAmpr.sprx,129a972cdb762d1b362ad136cdb802f5cac7d3a5f48ecb8b7e5d695c70af4047,rddQYXM0CjM,sceAmprMeasureCommandSizeResetGatherScatterState,function,defined_body,1,rddQYXM0CjM#C#A,00004160,Function,IMPORTED,00004160,rddQYXM0CjM#C#A,false,false,,,true,00004160,00004165,6,2,e36623525b7c35b277173e56616b2d865cf6515aa2be1d12d6814ef725cecffb,b804000000c3cccccccccccccccccccc554889e5534883ec18488b1d907e0000,"MOV EAX,0x4",RET
wave1,libSceAmpr,libSceAmpr-chunk-04.result.tsv,libSceAmpr.sprx,129a972cdb762d1b362ad136cdb802f5cac7d3a5f48ecb8b7e5d695c70af4047,VGkEj4d6-Kg,sceAmprMeasureCommandSizeSetMarker,function,defined_body,1,VGkEj4d6-Kg#C#A,000042a0,Function,IMPORTED,000042a0,VGkEj4d6-Kg#C#A,false,false,,,true,000042a0,000042d4,53,20,9b53cb67f176373a80686ac8ec8384daf187fcd0f8b60016945db0c88883e1b8,554889e553504889fbbf0100000031d24889dee8b8c1ffff85c07812bf010000,PUSH RBP,RET
wave1,libSceAmpr,libSceAmpr-chunk-04.result.tsv,libSceAmpr.sprx,129a972cdb762d1b362ad136cdb802f5cac7d3a5f48ecb8b7e5d695c70af4047,tmfr97+ED5I,sceAmprMeasureCommandSizeSetMarkerWithColor,function,defined_body,1,tmfr97+ED5I#C#A,00004230,Function,IMPORTED,00004230,tmfr97+ED5I#C#A,false,false,,,true,00004230,00004290,97,31,fa9332d2d308e1e1b41b4764a7a7a3101b162776c2746544486cee86500ce421,554889e54156534883ec104c8b35ce7d00004889fb488d55e4bf05000000498b,PUSH RBP,UD2
wave1,libSceAmpr,libSceAmpr-chunk-04.result.tsv,libSceAmpr.sprx,129a972cdb762d1b362ad136cdb802f5cac7d3a5f48ecb8b7e5d695c70af4047,0BMj1hgG+kE,sceAmprMeasureCommandSizeWaitOnAddress_04_00,function,defined_body,1,0BMj1hgG+kE#C#A,00003c70,Function,IMPORTED,00003c70,0BMj1hgG+kE#C#A,false,false,,,true,00003c70,00003ca9,58,21,cb481af117918b2394118e8019e2629d719081a7b0565dd55b2f152430e43710,554889e553504889f3e892c4ffff85c075214889d831c948c1e8204885db0f95,PUSH RBP,RET
wave1,libSceAmpr,libSceAmpr-chunk-04.result.tsv,libSceAmpr.sprx,129a972cdb762d1b362ad136cdb802f5cac7d3a5f48ecb8b7e5d695c70af4047,ClnsFLLLcss,sceAmprMeasureCommandSizeWaitOnCounter_04_00,function,defined_body,1,ClnsFLLLcss#C#A,00003cf0,Function,IMPORTED,00003cf0,ClnsFLLLcss#C#A,false,false,,,true,00003cf0,00003d99,170,58,40041f99eeed44f6f376e2ef6f61f6e312b54e30545b4d01c91072de5fbd0e26,554889e5415741564154534883ec100fb645104d89ce4489c34989d74189f489,PUSH RBP,RET
wave1,libSceAmpr,libSceAmpr-chunk-04.result.tsv,libSceAmpr.sprx,129a972cdb762d1b362ad136cdb802f5cac7d3a5f48ecb8b7e5d695c70af4047,2Hw8gjMdwSY,sceAmprMeasureCommandSizeWriteAddressFromCounterPair_04_00,function,defined_body,1,2Hw8gjMdwSY#C#A,00003ef0,Function,IMPORTED,00003ef0,2Hw8gjMdwSY#C#A,false,false,,,true,00003ef0,00003f1e,47,18,ba6e194bc4ccab4eb525bc2f2ca5e45fc66e1b06cfcf93c6b5b959cb2f9f8d79,554889e5535089f389f2be03000000e87cc3ffff31c980fb040f93c185c08d0c,PUSH RBP,RET
wave1,libSceAmpr,libSceAmpr-chunk-04.result.tsv,libSceAmpr.sprx,129a972cdb762d1b362ad136cdb802f5cac7d3a5f48ecb8b7e5d695c70af4047,JYd9g9L+TmE,sceAmprMeasureCommandSizeWriteAddressFromCounter_04_00,function,defined_body,1,JYd9g9L+TmE#C#A,00003e90,Function,IMPORTED,00003e90,JYd9g9L+TmE#C#A,false,false,,,true,00003e90,00003ebe,47,18,d525ef157880ab2af6c7a6ca7e7277accd8eb3df9310379ec9c8a89e0fd8c469,554889e5535089f389f2be02000000e8dcc3ffff31c980fb040f93c185c08d0c,PUSH RBP,RET
wave1,libSceAmpr,libSceAmpr-chunk-04.result.tsv,libSceAmpr.sprx,129a972cdb762d1b362ad136cdb802f5cac7d3a5f48ecb8b7e5d695c70af4047,gAtc79UTt5E,sceAmprMeasureCommandSizeWriteAddressFromTimeCounter_04_00,function,defined_body,1,gAtc79UTt5E#C#A,00003e50,Function,IMPORTED,00003e50,gAtc79UTt5E#C#A,false,false,,,true,00003e50,00003e6b,28,10,58fe4ced08139bc26b1ef24986e1b2048bbd641c08d33fa207450f00fe6a0a4d,554889e5be0100000031d2e820c4ffff85c0b9080000000f44c15dc3cccccccc,PUSH RBP,RET
wave1,libSceAmpr,libSceAmpr-chunk-04.result.tsv,libSceAmpr.sprx,129a972cdb762d1b362ad136cdb802f5cac7d3a5f48ecb8b7e5d695c70af4047,4fgtGfXDrFc,sceAmprMeasureCommandSizeWriteAddress_04_00,function,defined_body,1,4fgtGfXDrFc#C#A,00003dd0,Function,IMPORTED,00003dd0,4fgtGfXDrFc#C#A,false,false,,,true,00003dd0,00003e0f,64,23,9d327db687bc72f8acc64a5daaa9f995d33bb0995f62b3c7c0b67dfabc41d683,554889e553504889f331f64889dae89dc4ffff85c075224889d831c948c1e822,PUSH RBP,RET
wave1,libSceAmpr,libSceAmpr-chunk-05.result.tsv,libSceAmpr.sprx,129a972cdb762d1b362ad136cdb802f5cac7d3a5f48ecb8b7e5d695c70af4047,I-Qm+MEso5c,sceAmprMeasureCommandSizeWriteCounter_04_00,function,defined_body,1,I-Qm+MEso5c#C#A,00003f50,Function,IMPORTED,00003f50,I-Qm+MEso5c#C#A,false,false,,,true,00003f50,00003fd4,133,44,a45a24489682348f4ac826a1b05a38629462f6a06d124a80e33627728f57a051,554889e541574156535089cb4989d74189f6e899c3ffff85c0755fb9c0ffffff,PUSH RBP,RET
wave1,libSceJson2,libSceJson2-chunk-00.result.tsv,libSceJson2.sprx,1ca532e78ed5e02c553e99ebb01751df6baaefa0bd6481c69db56e08536ba06c,PR5k1penBLM,_ZN3sce4Json11Initializer9terminateEv,function,defined_body,1,PR5k1penBLM#C#A,00000950,Function,IMPORTED,00000950,PR5k1penBLM#C#A,false,false,,,true,00000950,00000d89,1072,253,4bda51c5b3097a2a6bec3fe763c0fd10d75bd96d0442c2ed39c7f3581dbb186d,554889e5415741564154534883ec104c8b3d1a370100498b07488945d8b81081,PUSH RBP,UD2
wave1,libSceJson2,libSceJson2-chunk-00.result.tsv,libSceJson2.sprx,1ca532e78ed5e02c553e99ebb01751df6baaefa0bd6481c69db56e08536ba06c,zQtLRTqceMY,_ZN3sce4Json5Array9push_backERKNS0_5ValueE,function,defined_body,1,zQtLRTqceMY#C#A,0000c240,Function,IMPORTED,0000c240,zQtLRTqceMY#C#A,false,false,,,true,0000c240,0000c3e2,419,120,6ec2f0a155c5f9038d9160706e64b6534f6342ac762134408346c67ed4853428,554889e54157415641554154534883ec484c8b25287e0000498b0424488945d0,PUSH RBP,UD2
wave1,libSceJson2,libSceJson2-chunk-00.result.tsv,libSceJson2.sprx,1ca532e78ed5e02c553e99ebb01751df6baaefa0bd6481c69db56e08536ba06c,nM5XqdeXFPw,_ZN3sce4Json5Value10referArrayEv,function,defined_body,1,nM5XqdeXFPw#C#A,00004420,Function,IMPORTED,00004420,nM5XqdeXFPw#C#A,false,false,,,true,00004420,0000442d,14,6,eab7c21cf9b7afd6a285fd0989e3da78c6a6e27ecc9fd1252a322edb8b27f165,837f1c067505488b4710c331c0c3cccc837f1c077505488b4710c331c0c3cccc,"CMP dword ptr [RDI + 0x1c],0x6",RET
wave1,libSceJson2,libSceJson2-chunk-00.result.tsv,libSceJson2.sprx,1ca532e78ed5e02c553e99ebb01751df6baaefa0bd6481c69db56e08536ba06c,-NxEk7XLkDY,_ZN3sce4Json5Value11referObjectEv,function,defined_body,1,-NxEk7XLkDY#C#A,00004430,Function,IMPORTED,00004430,-NxEk7XLkDY#C#A,false,false,,,true,00004430,0000443d,14,6,7439af5116049a3588e578c5af1efb61283cce1b6a5c17d1fafa4e93f7629872,837f1c077505488b4710c331c0c3cccc8b4f1c488d571031c083e1fe83f90248,"CMP dword ptr [RDI + 0x1c],0x7",RET
wave1,libSceJson2,libSceJson2-chunk-00.result.tsv,libSceJson2.sprx,1ca532e78ed5e02c553e99ebb01751df6baaefa0bd6481c69db56e08536ba06c,R7FDWtcN6f8,_ZN3sce4Json5Value9serializeERNS0_6StringE,function,defined_body,1,R7FDWtcN6f8#C#A,000038d0,Function,IMPORTED,000038d0,R7FDWtcN6f8#C#A,false,false,,,true,000038d0,0000395e,143,41,49a7eeb10ff3c27fa7810f262928a0668cd51e51c708da36ce950230b9a90f1c,554889e541574156534883ec284c8b3d9c070100498b07488945e048833d6d47,PUSH RBP,UD2
wave1,libSceJson2,libSceJson2-chunk-00.result.tsv,libSceJson2.sprx,1ca532e78ed5e02c553e99ebb01751df6baaefa0bd6481c69db56e08536ba06c,3xUXnmUkXfo,_ZN3sce4Json5ValueC1ERKNS0_6ObjectE,function,defined_body,1,3xUXnmUkXfo#C#A,00001eb0,Label,IMPORTED,00001eb0,JXlrCLLCLmc#C#A,false,false,,,true,00001eb0,00001ef5,70,25,00383cf81170f625a97d21e96c746a4ece2269ef4818d8f1a24cc3989dedfbb8,554889e5415653c7471c00000000c5f857c0c5f8110748833e0074254889f3be,PUSH RBP,RET
wave1,libSceJson2,libSceJson2-chunk-00.result.tsv,libSceJson2.sprx,1ca532e78ed5e02c553e99ebb01751df6baaefa0bd6481c69db56e08536ba06c,oH8aBmLU+fc,_ZN3sce4Json6Object5clearEv,function,defined_body,1,oH8aBmLU+fc#C#A,0000d6d0,Function,IMPORTED,0000d6d0,oH8aBmLU+fc#C#A,false,false,,,true,0000d6d0,0000d6dc,13,4,b5ff8cc8c367cdd77a70987e62b46a3a4235ff0ff4eba595502976913035014a,488b3f4885ff0f85c4140000c3cccccc554889e54157415641554154534881ec,"MOV RDI,qword ptr [RDI]",RET
wave1,libSceJson2,libSceJson2-chunk-00.result.tsv,libSceJson2.sprx,1ca532e78ed5e02c553e99ebb01751df6baaefa0bd6481c69db56e08536ba06c,a+W7HHlwpBs,_ZN3sce4Json6ObjectC1ERKS1_,function,defined_body,1,a+W7HHlwpBs#C#A,0000d320,Function,IMPORTED,0000d320,a+W7HHlwpBs#C#A,false,false,,,true,0000d320,0000d3f9,218,62,f8e68281f3cfcf4a15415de0497614ec7dc21bc45c1f6165fe08e53bf41245bf,554889e541574156535048c7070000000048833e000f84b40000004989febf00,PUSH RBP,RET
wave1,libSceJson2,libSceJson2-chunk-00.result.tsv,libSceJson2.sprx,1ca532e78ed5e02c553e99ebb01751df6baaefa0bd6481c69db56e08536ba06c,OJPTonqdg0I,_ZN3sce4Json6ObjectC1Ev,function,defined_body,1,OJPTonqdg0I#C#A,0000d220,Label,IMPORTED,0000d220,SkKczWHdklc#C#A,false,false,,,true,0000d220,0000d31a,251,65,f2b3a8c0b45bb4031f5140261c2a256969b3860fb7d000b0e669de25664412d5,554889e54156534889fb48c70700000000bf00000006e84530ffff84c0744ebf,PUSH RBP,RET
wave1,libSceJson2,libSceJson2-chunk-01.result.tsv,libSceJson2.sprx,1ca532e78ed5e02c553e99ebb01751df6baaefa0bd6481c69db56e08536ba06c,5JmzZt8twAo,_ZN3sce4Json6ObjectD1Ev,function,defined_body,1,5JmzZt8twAo#C#A,0000d520,Label,IMPORTED,0000d520,1siRBursJjw#C#A,false,false,,,true,0000d520,0000d572,83,26,ed305db4cdff8e4c9c824a68c4a5af90d48949a922839922aee666a0097933dd,554889e54156534889fb488b3f4885ff743ce8691600004c8b334c89f7e85e16,PUSH RBP,RET
wave1,libSceJson2,libSceJson2-chunk-01.result.tsv,libSceJson2.sprx,1ca532e78ed5e02c553e99ebb01751df6baaefa0bd6481c69db56e08536ba06c,urOpESTBZmo,_ZN3sce4Json6ObjectaSERKS1_,function,defined_body,1,urOpESTBZmo#C#A,0000e400,Function,IMPORTED,0000e400,urOpESTBZmo#C#A,false,false,,,true,0000e400,0000e446,71,26,7de0779103df11cf8fa177561f1d29f2d2c4dc2fbc1d2365a1ae2aaaeb4a9716,554889e541565348833f004889fb742f48833e004989f67426bf00000006e85d,PUSH RBP,RET
